FunctionName,Frequency (Total: 24507),Percentage
add_word,2,0.01
subsolve,2,0.01
reset_matrix,2,0.01
choose_search_engine,2,0.01
map_engine,2,0.01
reset_marker,2,0.01
find_not_present,2,0.01
num_not_present,2,0.01
is_all_present,2,0.01
scompare,2,0.01
cstring_cmp,2,0.01
is_query_present,2,0.01
subtractSquare,2,0.01
areaOf3Section,2,0.01
findbasin,2,0.01
combo,2,0.01
areaOf2Section,2,0.01
areaOf1Section,2,0.01
getStripArea,2,0.01
goTo,2,0.01
checkOut,2,0.01
printTokens,2,0.01
color_basin,2,0.01
initFlag,2,0.01
matchWithS,2,0.01
matchWithSE,2,0.01
findposSE,2,0.01
convAB,2,0.01
convBA,2,0.01
initFlags,2,0.01
extractTrainDepA,2,0.01
findMinArrA,2,0.01
relabel,2,0.01
exists,2,0.01
printcontour,2,0.01
test_word_pattern,2,0.01
war,2,0.01
extractTrainDepB,2,0.01
findMinArrB,2,0.01
read_alien_stuff,2,0.01
timecmp,2,0.01
myinsert,2,0.01
comparador,2,0.01
AllocateSearch,2,0.01
FindArrivingTrain,2,0.01
filter,2,0.01
set_sel,2,0.01
read_time,2,0.01
search_pat,2,0.01
sort_arrs,2,0.01
dumb,2,0.01
addtime,2,0.01
trieConstruct,2,0.01
trieDestruct,2,0.01
trieNavigate,2,0.01
trieNavMake,2,0.01
trieNavSet,2,0.01
trieNavNav,2,0.01
trieNavHasVal,2,0.01
trieNavGet,2,0.01
permutacaoC,2,0.01
permutacaoP,2,0.01
selSort,2,0.01
countcal,2,0.01
getSafeArea,2,0.01
getAngle,2,0.01
isinword,2,0.01
findSwitches,2,0.01
findDistance,2,0.01
compTime,2,0.01
addTime,2,0.01
countSwitch,2,0.01
readTimeTable,2,0.01
actualiza,2,0.01
checkx,2,0.01
busca_cadena,2,0.01
Match_Server,2,0.01
put_word,2,0.01
checkLess,2,0.01
sortInsert,2,0.01
makeQue,2,0.01
absol,2,0.01
changeTime,2,0.01
Available,2,0.01
findMinTrains,2,0.01
memoryFree,2,0.01
nonequal,2,0.01
Cal_Server,2,0.01
initCount,2,0.01
Print_Schedule,2,0.01
computeOptimal,2,0.01
Insert_Schedule,2,0.01
Compare_Time,2,0.01
Swap_Schedule,2,0.01
Bubble_Sort,2,0.01
Add_Time,2,0.01
Cal_Train,2,0.01
GetMinNumberOfSwitches,2,0.01
GetNumberOnLine,2,0.01
readdata,2,0.01
clearbitmap,2,0.01
OFinish,2,0.01
findtrain,2,0.01
clear_hash_table,2,0.01
gfd,2,0.01
splice,2,0.01
isIn,2,0.01
countNeeded,2,0.01
compareFunc,2,0.01
match_keyword,2,0.01
clamp,2,0.01
insertByArrival,2,0.01
orderByArrival,2,0.01
string_length,2,0.01
pabs,2,0.01
verify_word,2,0.01
needToSwitch,2,0.01
SwapTrips,2,0.01
getBasin,2,0.01
CompareTripDepart,2,0.01
getC,2,0.01
getD,2,0.01
doQ,2,0.01
ord,2,0.01
updatenext,2,0.01
getEle,2,0.01
findswitch,2,0.01
strfirstindex,2,0.01
print_candies,2,0.01
strlastindex,2,0.01
findFlow,2,0.01
num_trains,2,0.01
get_case,2,0.01
ulongcmp,2,0.01
somme,2,0.01
ll_insert,2,0.01
check_oppos,2,0.01
ptit,2,0.01
myprint,2,0.01
abs2,2,0.01
get_sec,2,0.01
iscomb,2,0.01
proceed,2,0.01
checkCombine,2,0.01
baseIndex,2,0.01
testCombine,2,0.01
testDel,2,0.01
back_forth,2,0.01
check_case,2,0.01
isintrio,2,0.01
isinpar,2,0.01
zera_vetor,2,0.01
zera_vetores,2,0.01
found_equal,2,0.01
not_so_fair,2,0.01
se2no,2,0.01
finda,2,0.01
findl,2,0.01
solveTestcase,2,0.01
psort,2,0.01
absi,2,0.01
get_robot,2,0.01
load_and_init_robo_data,2,0.01
calculate_num_robo_moves,2,0.01
load_and_init_magicka_data,2,0.01
is_oppose_hist_present,2,0.01
set_oppose_hist_entries,2,0.01
clear_oppose_hist_entries,2,0.01
generate_magicka_list,2,0.01
atoi,2,0.01
findEdgeStartingAfter,2,0.01
newTree,2,0.01
getMinutes,2,0.01
_cmp,2,0.01
tablecmp,2,0.01
ssum,2,0.01
findOpposed,2,0.01
findCombine,2,0.01
goword,2,0.01
enough_trains,2,0.01
check_opposites,2,0.01
run_machine,2,0.01
count_times,2,0.01
getengine,2,0.01
print_info,2,0.01
check_pair,2,0.01
check_opossed,2,0.01
noPos,2,0.01
trim_nl,2,0.01
minu,2,0.01
otherFistTwoCharacter,2,0.01
printswitch,2,0.01
findlatestengine,2,0.01
findCircle,2,0.01
xor_array,2,0.01
time_needed,2,0.01
next__O,2,0.01
hasengine,2,0.01
gen_machine,2,0.01
getqueries,2,0.01
next__B,2,0.01
init_vetor,2,0.01
absolute_diff,2,0.01
sort_string,2,0.01
SetNextMission,2,0.01
MoveRobot,2,0.01
addqueries,2,0.01
full_check,2,0.01
clear_check,2,0.01
checkupWord,2,0.01
addString,2,0.01
increaseCount,2,0.01
drainageBasins,2,0.01
cmpPoints,2,0.01
readElevation,2,0.01
freeNArray,2,0.01
isPrime,2,0.01
wordMatchesPattern,2,0.01
paint,2,0.01
decideBasin,2,0.01
iselem,2,0.01
doCases,2,0.01
printa,2,0.01
ordenar,2,0.01
enginenamecmp,2,0.01
codeJam,2,0.01
int_value,2,0.01
isUgly,2,0.01
processAlien,2,0.01
processWelcome,2,0.01
scanStr,2,0.01
processWater,2,0.01
busca,2,0.01
busca_rec,2,0.01
combinationsWelcomeModK,2,0.01
matchSubWord,2,0.01
setTest,2,0.01
matchWord,2,0.01
compareEvent,2,0.01
getTicks,2,0.01
depsort,2,0.01
arrsort,2,0.01
Possible_Language_Elimination,2,0.01
printL,2,0.01
toHoras,2,0.01
InitCategory,2,0.01
AddCategory,2,0.01
CountCategory,2,0.01
toMins,2,0.01
maxDist,2,0.01
enginefind,2,0.01
share_prime,2,0.01
Flood1,2,0.01
Possible_Language_Elimination_...,2,0.01
Flood,2,0.01
Count_Check_Array,2,0.01
Reset,2,0.01
print_answer,2,0.01
linking,2,0.01
get_node_number,2,0.01
go_sink,2,0.01
add_tree,2,0.01
get_sol,2,0.01
inputaenginename,2,0.01
farthest,2,0.01
readElevationMap,2,0.01
register_pattern,2,0.01
cat,2,0.01
efface,2,0.01
labelNodes,2,0.01
freeGraph,2,0.01
computeMinSwitches,2,0.01
get_way,2,0.01
isFulled,2,0.01
initMap,2,0.01
lcmp,2,0.01
caculateSwitches,2,0.01
string_compare,2,0.01
start,2,0.01
calcStartNum,2,0.01
compneg,2,0.01
getsink,2,0.01
getdir,2,0.01
cmpF,2,0.01
classifica_regiao,2,0.01
calcSwitching,2,0.01
subsort,2,0.01
zestaw,2,0.01
nTrain,2,0.01
print_sol,2,0.01
diffuse,2,0.01
processTemplate,2,0.01
get_part_sol,2,0.01
find_char,2,0.01
get_pattern,2,0.01
comprueba,2,0.01
chrcmp,2,0.01
pattern_poss_eq,2,0.01
pattern_poss_gteq,2,0.01
last_chr,2,0.01
pattern_poss_less_than,2,0.01
processAllTemplates,2,0.01
processDictionary,2,0.01
calculateRegionsOrder,2,0.01
compareMasks,2,0.01
getTemplateMask,2,0.01
bmp,2,0.01
get_terr,2,0.01
getTokenMask,2,0.01
processLDN,2,0.01
processStr,2,0.01
processElevationMap,2,0.01
writeBasinsMap,2,0.01
calculateBasinsMap,2,0.01
findLowestNeighbor,2,0.01
revisa,2,0.01
newBasin,2,0.01
derecha,2,0.01
vec_tri_area,2,0.01
Rotaciona,2,0.01
circ_vline_inter,2,0.01
Gravidade,2,0.01
pboard,2,0.01
circ_hline_inter,2,0.01
search1,2,0.01
search2,2,0.01
chord_area,2,0.01
search3,2,0.01
search4,2,0.01
hi,2,0.01
relative_angle2,2,0.01
play,2,0.01
doesWin,2,0.01
loadTree,2,0.01
FindFeat,2,0.01
CheckAnimal,2,0.01
relative_angle,2,0.01
rotar,2,0.01
verificar,2,0.01
inter_area_cs_case2,2,0.01
inter_area_cs_case0,2,0.01
inter_area_cs_case1,2,0.01
sinkFinder,2,0.01
ecmp,2,0.01
possible_words,2,0.01
get_low,2,0.01
pickflow,2,0.01
count_bslash,2,0.01
max_,2,0.01
trimLast,2,0.01
Brotate,2,0.01
inter_area_cs,2,0.01
GetChar,2,0.01
loadNode,2,0.01
cp,2,0.01
Num,2,0.01
ro,2,0.01
GetToken,2,0.01
findlowest,2,0.01
v,2,0.01
rd,2,0.01
GetWeight,2,0.01
cd,2,0.01
vec_circ_in,2,0.01
abajo,2,0.01
csearch,2,0.01
d1,2,0.01
check_diagonalR,2,0.01
sort_s,2,0.01
sort_e,2,0.01
delete_tree,2,0.01
cute,2,0.01
findone,2,0.01
dcheck,2,0.01
check_all,2,0.01
re2,2,0.01
AddTrain,2,0.01
print_colors,2,0.01
AddExit,2,0.01
checktime,2,0.01
printTrain,2,0.01
printTree,2,0.01
increase,2,0.01
RemoveColor,2,0.01
AssignColor,2,0.01
max_w_clique,2,0.01
isort,2,0.01
CanExecute,2,0.01
vec_dist,2,0.01
vec_norm_2,2,0.01
check_diagonalL,2,0.01
rotate_mat,2,0.01
d2,2,0.01
vec_norm,2,0.01
baja,2,0.01
rightify,2,0.01
printdata2,2,0.01
printdata,2,0.01
ecrire_mat,2,0.01
afficher_mat,2,0.01
trie_search,2,0.01
descendre,2,0.01
check_vertical,2,0.01
gravity_mat,2,0.01
spread,2,0.01
gagnant_mat,2,0.01
gravitate,2,0.01
checkWhoWins,2,0.01
handle_test_case,2,0.01
GetA,2,0.01
IsK,2,0.01
FindIs,2,0.01
count_slash,2,0.01
determine,2,0.01
InsertEngine,2,0.01
FindEngine,2,0.01
insereDict,2,0.01
inserePalavra,2,0.01
GetPos,2,0.01
insereLetra,2,0.01
team_rpi,2,0.01
calc_wp,2,0.01
count_switch_n,2,0.01
found_name,2,0.01
clear_count,2,0.01
comparaPalavra,2,0.01
cuteness,2,0.01
print_events,2,0.01
comparaLetra,2,0.01
walker_function,2,0.01
sortbytime,2,0.01
compute_played_won,2,0.01
compute_wp,2,0.01
compute_owp,2,0.01
hour_minute_to_int,2,0.01
compute_oowp,2,0.01
alienCountMatches,2,0.01
show_train,2,0.01
rpi,2,0.01
count_valid_time,2,0.01
node_match,2,0.01
rekuCount,2,0.01
read_search_engine_names,2,0.01
rekuCol,2,0.01
fromvec,2,0.01
find_wpi,2,0.01
calculate_wpi,2,0.01
calculate_owpi,2,0.01
calculate_oowpi,2,0.01
node_destroy,2,0.01
node_get_value,2,0.01
oowpc,2,0.01
node_set_value,2,0.01
IsRepeat,2,0.01
leInput,2,0.01
IsDangerous,2,0.01
scan_time,2,0.01
wpc,2,0.01
procura,2,0.01
count_trains_n,2,0.01
owpc,2,0.01
mintrain,2,0.01
setmarkzero,2,0.01
calcWP,2,0.01
GetLine,2,0.01
kvadr2,2,0.01
kvadr1,2,0.01
wp_min_me,2,0.01
penta,2,0.01
inside,2,0.01
verifyHoriz,2,0.01
verifyVert,2,0.01
verifyDiag,2,0.01
tuffArea,2,0.01
waterBuildMaps,2,0.01
CalculateOOWP,2,0.01
flood_fill,2,0.01
resolve_point,2,0.01
Trains,2,0.01
Register,2,0.01
EncodeTime,2,0.01
count_row,2,0.01
count_column,2,0.01
dir,2,0.01
golire,2,0.01
triag,2,0.01
CalculateOWP,2,0.01
calcOWP,2,0.01
clear_arr,2,0.01
calc_case,2,0.01
countWP,2,0.01
countOWP,2,0.01
sortbydeptime,2,0.01
alienGenerateCode,2,0.01
alienTestCases,2,0.01
train_schedule,2,0.01
get_trains,2,0.01
waterLabelBasins,2,0.01
countOOWP,2,0.01
CalculateSpecialWP,2,0.01
wp,2,0.01
is_equal,2,0.01
find_closest,2,0.01
SaveUniverse,2,0.01
find_switch,2,0.01
findOptimal,2,0.01
calc_rpi,2,0.01
get_match,2,0.01
CalculateWP,2,0.01
Sort,2,0.01
greedy_clique,2,0.01
dinic,2,0.01
cmp_ele2,2,0.01
checkadd,2,0.01
checkaddpath,2,0.01
batch,2,0.01
line_is_null,2,0.01
maxHowmany,2,0.01
TimeTable,2,0.01
total_earn,2,0.01
hour,2,0.01
leer,2,0.01
IsHappy,2,0.01
compare_time,2,0.01
count_train,2,0.01
SnapperJudgeInter,2,0.01
fill_sums,2,0.01
testCaseHandle,2,0.01
on_off,2,0.01
index_of_engine,2,0.01
min_switch_count,2,0.01
unflag,2,0.01
circle_intersect_rect,2,0.01
circle_intersect_infrect,2,0.01
dodp,2,0.01
next_green_north,2,0.01
toMinutes,2,0.01
computeinv,2,0.01
findzeroserver,2,0.01
findpos,2,0.01
allInverses,2,0.01
zeroserverweightage,2,0.01
zeroarrays,2,0.01
noWays,2,0.01
calcFirst,2,0.01
fc,2,0.01
euclidext,2,0.01
acha,2,0.01
Time2Int,2,0.01
convertToTimedNumbers,2,0.01
do_bfs,2,0.01
next_green_east,2,0.01
printLines,2,0.01
computetake,2,0.01
computenpure,2,0.01
hash_val,2,0.01
insert_hash,2,0.01
getNaNb,2,0.01
bblSort,2,0.01
minMult,2,0.01
minMultRec,2,0.01
bigsort,2,0.01
earliest_happy,2,0.01
lessthan,2,0.01
Partition,2,0.01
qsort_x,2,0.01
qsort_y,2,0.01
euros,2,0.01
snaps,2,0.01
smallsort,2,0.01
happyq,2,0.01
happyq_single,2,0.01
compute_list,2,0.01
not_in,2,0.01
digsqsum,2,0.01
wait,2,0.01
get_money,2,0.01
compare_mpz,2,0.01
mdc,2,0.01
Pow,2,0.01
fill_numbers,2,0.01
fill_happy,2,0.01
morethan,2,0.01
freeAllLists,2,0.01
street_crossing,2,0.01
xis_happy,2,0.01
is_same_street,2,0.01
circle_interval_area,2,0.01
circle_segment_area,2,0.01
calc_needed_train,2,0.01
comp_time_func,2,0.01
get_info,2,0.01
tovet,2,0.01
pre_cache,2,0.01
next_number,2,0.01
sort_ascending,2,0.01
oneLoopCoster,2,0.01
_power,2,0.01
getdata,2,0.01
manualCheck,2,0.01
caltime,2,0.01
bino,2,0.01
fast_pow,2,0.01
addGroup,2,0.01
listRotate,2,0.01
calculateTotals,2,0.01
sort_dec,2,0.01
cmp_ele1,2,0.01
PrintArray,2,0.01
readstring,2,0.01
nextchar,2,0.01
chcmp,2,0.01
strtwrd,2,0.01
check_p,2,0.01
fibo,2,0.01
has_feature,2,0.01
get_prev,2,0.01
AddDir,2,0.01
catezice,2,0.01
insert_in_tree,2,0.01
nCr,2,0.01
runcase,2,0.01
updateDB,2,0.01
readNoOfcases,2,0.01
hash_insert,2,0.01
exsit,2,0.01
new,2,0.01
hash_find,2,0.01
common_prefix,2,0.01
InitTree,2,0.01
find_trains,2,0.01
parcurg,2,0.01
construct,2,0.01
compchar,2,0.01
parseInput,2,0.01
showResults,2,0.01
opsite,2,0.01
readnode,2,0.01
Dist,2,0.01
get_token,2,0.01
isSatisfied,2,0.01
connectRed,2,0.01
le,2,0.01
connectBlue,2,0.01
digs,2,0.01
tarjan,2,0.01
resetDB,2,0.01
find_last_turning_point,2,0.01
find_next_larger_digit_pos,2,0.01
payload,2,0.01
scc,2,0.01
rorate,2,0.01
b_s,2,0.01
r_s,2,0.01
is_row,2,0.01
compare_trtime,2,0.01
trtime_cmp,2,0.01
trtime_add,2,0.01
quicksort1,2,0.01
binom,2,0.01
reset_nodes,2,0.01
create_path,2,0.01
gamma,2,0.01
sale,2,0.01
create_dir,2,0.01
free_all,2,0.01
get_list,2,0.01
lngamma,2,0.01
quicksort2,2,0.01
create_tree,2,0.01
operation_count,2,0.01
being,2,0.01
readSchedule,2,0.01
mc,2,0.01
sort_unique,2,0.01
readQuery,2,0.01
build_table,2,0.01
readEngine,2,0.01
readtime,2,0.01
slow,2,0.01
crop,2,0.01
find_engine,2,0.01
minute2clock,2,0.01
startAtPlatformB,2,0.01
FreeNode,2,0.01
addDirectory,2,0.01
iscomplete,2,0.01
Comb,2,0.01
startAtPlatformA,2,0.01
max_pos,2,0.01
sort_function,2,0.01
clock2minute,2,0.01
self_search,2,0.01
esta,2,0.01
init_eng,2,0.01
md_get,2,0.01
bitcount,2,0.01
pas_mod,2,0.01
AllAccountedFor,2,0.01
GetNextTrain,2,0.01
kaboom,2,0.01
sortindex,2,0.01
lnfactorial,2,0.01
nextv,2,0.01
owpx,2,0.01
giveChar,2,0.01
indx,2,0.01
recursion,2,0.01
jams_at_all,2,0.01
print_invokes,2,0.01
check_clear,2,0.01
clear_list,2,0.01
check_combo,2,0.01
eat_clears,2,0.01
_percorre,2,0.01
groupcheck,2,0.01
key,2,0.01
eat_combos,2,0.01
get_max_forward_edge_searchind...,2,0.01
update_indices,2,0.01
dsymb,2,0.01
findcnt,2,0.01
unhash_elem,2,0.01
hash_elem,2,0.01
count_jams,2,0.01
is_word,2,0.01
look_alt,2,0.01
getNextOrangeExec,2,0.01
bit_for,2,0.01
numvalue,2,0.01
print_data,2,0.01
fnlogfnname,2,0.01
fnclearlog,2,0.01
findans,2,0.01
getNextBlueExec,2,0.01
getNextExec,2,0.01
eat_invoke,2,0.01
doacase,2,0.01
cmp_names,2,0.01
getArea,2,0.01
cleartable,2,0.01
getnext,2,0.01
getdirection,2,0.01
pushbuttons,2,0.01
eval_line,2,0.01
move_closer_by,2,0.01
coord,2,0.01
match_test,2,0.01
GetVec,2,0.01
findhighest,2,0.01
printlist,2,0.01
GetDist,2,0.01
Compute,2,0.01
count_unique,2,0.01
vxy,2,0.01
giveIndex,2,0.01
get_base,2,0.01
center_mass,2,0.01
find_t,2,0.01
resoudre,2,0.01
solved,2,0.01
makesquare,2,0.01
in_symbolsQ,2,0.01
right_triangle_area,2,0.01
okes,2,0.01
flushRules,2,0.01
compare_function,2,0.01
dorpl,2,0.01
inicializa_visitados,2,0.01
calculateResult,2,0.01
createAuxiliaryArrays,2,0.01
debugSummedValues,2,0.01
best_v,2,0.01
getInd,2,0.01
clearRule,2,0.01
posicion,2,0.01
whatBase,2,0.01
chooseRule,2,0.01
howManySwitches,2,0.01
removeenter,2,0.01
print_event,2,0.01
watershed,2,0.01
store_event,2,0.01
rectangle_area,2,0.01
circular_segment_area,2,0.01
redtile,2,0.01
fncreatelogfile,2,0.01
cycle,2,0.01
getInput,2,0.01
prtgroup,2,0.01
update_ptr,2,0.01
doIt,2,0.01
isBase,2,0.01
afunc,2,0.01
find_result,2,0.01
hasOpp,2,0.01
convert_code,2,0.01
linkset,2,0.01
runonce,2,0.01
findset,2,0.01
run_case,2,0.01
printStack,2,0.01
convert_char,2,0.01
markIt,2,0.01
pa,2,0.01
isallOne,2,0.01
filter_input,2,0.01
init_neighbor,2,0.01
checkSorted,2,0.01
isSorted,2,0.01
calMinSec,2,0.01
findMaxPos,2,0.01
calcPos,2,0.01
swapgood,2,0.01
findcIndex,2,0.01
eliminate,2,0.01
rswap,2,0.01
mkgrp,2,0.01
nextPt,2,0.01
check_word,2,0.01
robot_act,2,0.01
another_robot,2,0.01
mkijgrp,2,0.01
mkdir,2,0.01
canMove,2,0.01
avg_steps_func,2,0.01
checkzero,2,0.01
findoccur,2,0.01
max_candy,2,0.01
has_bit,2,0.01
fnReadsearchenginenames,2,0.01
check_arr,2,0.01
setChar,2,0.01
setColor,2,0.01
getSolution,2,0.01
test_pass,2,0.01
addStack,2,0.01
stackValue,2,0.01
find_cal,2,0.01
bs_comp,2,0.01
fnSkipelements,2,0.01
deStack,2,0.01
fnCleararr,2,0.01
searchList,2,0.01
doTest,2,0.01
splitting,2,0.01
rep,2,0.01
tonumber,2,0.01
putter,2,0.01
search_pos,2,0.01
checkPossibility,2,0.01
SGN,2,0.01
unionset,2,0.01
initset,2,0.01
s2a,2,0.01
perm,2,0.01
search_for_optimum,2,0.01
canit,2,0.01
EvaluateTrains,2,0.01
dblcmp,2,0.01
read_engine,2,0.01
EvaluateSearchEngines,2,0.01
marcaBasin,2,0.01
xq,2,0.01
hb,2,0.01
processButtons,2,0.01
domagic,2,0.01
findnextbtn,2,0.01
megold_f,2,0.01
all_taken,2,0.01
deduction,2,0.01
SimpleSortArrivalASC,2,0.01
count_switches,2,0.01
SimpleSortDepartureASC,2,0.01
FindWordN,2,0.01
incircle,2,0.01
good,2,0.01
resetTables,2,0.01
chord,2,0.01
case0,2,0.01
labelMap,2,0.01
getprimefactor,2,0.01
getprime,2,0.01
moveNrOfSteps,2,0.01
apply_filter,2,0.01
JSHash,2,0.01
find_jinzhi,2,0.01
trie_match,2,0.01
case2,2,0.01
case1,2,0.01
make_run,2,0.01
case3,2,0.01
viagcmp1,2,0.01
viagcmp2,2,0.01
countTrains,2,0.01
isInt,2,0.01
unfix,2,0.01
schit,2,0.01
plusmin,2,0.01
RSHash,2,0.01
getWeight,2,0.01
getlinesum_r,2,0.01
compWord,2,0.01
getlinesum_c,2,0.01
change_base,2,0.01
sim,2,0.01
find_next_position,2,0.01
isin,2,0.01
track_path,2,0.01
best_path,2,0.01
is_in_array,2,0.01
findMinSwitches,2,0.01
loadTablesFromFile,2,0.01
ProcStU,2,0.01
check_dExists,2,0.01
CheckPossibilities,2,0.01
ComputeSwitchCount,2,0.01
read_timetable,2,0.01
count_number_of_trains_require...,2,0.01
findBest,2,0.01
segs_cmp,2,0.01
sort_timelines,2,0.01
doubleIntSort,2,0.01
ProcTT,2,0.01
Mark,2,0.01
translate_timeline,2,0.01
Jam1,2,0.01
ComputeTrainCount,2,0.01
single,2,0.01
convert_time_to_minute,2,0.01
pla,2,0.01
easy_proceed,2,0.01
minSeg,2,0.01
conquer,2,0.01
secs,2,0.01
denom,2,0.01
percorre,2,0.01
contamina,2,0.01
cal_under,2,0.01
flood,2,0.01
FindS,2,0.01
Min,2,0.01
calcAr,2,0.01
works,2,0.01
IsAnyBlueTile,2,0.01
setlabel,2,0.01
replacetiles,2,0.01
isDoable,2,0.01
numba,2,0.01
boo,2,0.01
cal_owp,2,0.01
FNVHash,2,0.01
endPoint,2,0.01
cal_wp,2,0.01
menorLista,2,0.01
node_cmp,2,0.01
get_OWP,2,0.01
color_map_problem,2,0.01
cell,2,0.01
floodFromDrain,2,0.01
divv,2,0.01
findSink,2,0.01
cal_between,2,0.01
PRINTSAIDA,2,0.01
ins_list,2,0.01
getProb,2,0.01
ismin,2,0.01
return_token,2,0.01
readCases,2,0.01
PJWHash,2,0.01
ELFHash,2,0.01
d,2,0.01
getRobot,2,0.01
BKDRHash,2,0.01
SDBMHash,2,0.01
DJBHash,2,0.01
APHash,2,0.01
DEKHash,2,0.01
BPHash,2,0.01
SOMA,2,0.01
input_reader,2,0.01
next_goal,2,0.01
dec_to_bin,2,0.01
processa,2,0.01
vabs,2,0.01
readBasin,2,0.01
inferieurPuissance2,1,0.0
isLeftSide,1,0.0
checkD1AndD2,1,0.0
vioDiag,1,0.0
checkEm,1,0.0
maxllu,1,0.0
untidy,1,0.0
afficheBathroom,1,0.0
detruireBathroom,1,0.0
bathRec,1,0.0
paixu,1,0.0
checkXAndY,1,0.0
vioRowCol,1,0.0
intcompare,1,0.0
Cmpdep1,1,0.0
cp2,1,0.0
convertToNumbers,1,0.0
cp1,1,0.0
check_r,1,0.0
prestej,1,0.0
puissance2,1,0.0
permute_v2,1,0.0
viradas,1,0.0
com1,1,0.0
rbubbleSort,1,0.0
virar,1,0.0
integer_cmp,1,0.0
minpermute,1,0.0
calcMinSV,1,0.0
countOne,1,0.0
showData,1,0.0
recupBathroom,1,0.0
permute_v1,1,0.0
getdigits,1,0.0
rectify,1,0.0
tidyNumber,1,0.0
getBathS,1,0.0
newlong,1,0.0
isqr,1,0.0
calculate_best,1,0.0
imin,1,0.0
imax,1,0.0
ProcMSP,1,0.0
test_char,1,0.0
QuickSort1,1,0.0
SimpleSortASC,1,0.0
char_match,1,0.0
sortBig,1,0.0
maxTidyNumber,1,0.0
concat,1,0.0
converttonum,1,0.0
calculResultat,1,0.0
inc_matrix,1,0.0
compIntD,1,0.0
find_match,1,0.0
controllo,1,0.0
calcola_min,1,0.0
SimpleSortDSC,1,0.0
removeData,1,0.0
compare_asc,1,0.0
compare_desc,1,0.0
minllu,1,0.0
calcola_max,1,0.0
tidynum,1,0.0
show_con,1,0.0
compIntC,1,0.0
reconstruct,1,0.0
getBathS_M,1,0.0
getBathS_m,1,0.0
afficheResultat,1,0.0
dec_index,1,0.0
constructNum,1,0.0
"maxMap,",1,0.0
sr,1,0.0
lower,1,0.0
is_in_set,1,0.0
higher,1,0.0
areversetolli,1,0.0
changeascend,1,0.0
counting_string,1,0.0
get_sub_string_num,1,0.0
parseNumber,1,0.0
minimumScalarProduct,1,0.0
streamlined_string,1,0.0
blow,1,0.0
powerOfTen,1,0.0
greatestLevel,1,0.0
issort,1,0.0
inc_index,1,0.0
stall,1,0.0
show_list,1,0.0
decodePattern,1,0.0
gettidy,1,0.0
sort_asc,1,0.0
+){,1,0.0
genPotentialMap,1,0.0
detruireResultat,1,0.0
fsqr,1,0.0
getFirstSmallerTidy,1,0.0
nop,1,0.0
setdiagrightlegal,1,0.0
is,1,0.0
charLoc,1,0.0
calMaxA,1,0.0
checkfun,1,0.0
largestTidyNumber,1,0.0
maior_interval,1,0.0
tiny,1,0.0
take_stall,1,0.0
putDigitsIntoArr,1,0.0
zeroStr,1,0.0
stringcmp,1,0.0
longest,1,0.0
get_ls,1,0.0
translate_sym,1,0.0
get_next_prisoner,1,0.0
gmin,1,0.0
coins_to_pay,1,0.0
charExists,1,0.0
intExists,1,0.0
searchA,1,0.0
intLoc,1,0.0
expo,1,0.0
get_rs,1,0.0
calMaxB,1,0.0
printfArr,1,0.0
check_sort,1,0.0
print_basins,1,0.0
occ,1,0.0
toSpacelen,1,0.0
firstSymbol,1,0.0
canCover,1,0.0
getDigit,1,0.0
canRever,1,0.0
iscontinues,1,0.0
notOver,1,0.0
toarray,1,0.0
wildcards,1,0.0
repition,1,0.0
allzero,1,0.0
ivmax,1,0.0
replace_number,1,0.0
lowerFound,1,0.0
zeroFound,1,0.0
flipK,1,0.0
flipSmiles,1,0.0
c1,1,0.0
testrun,1,0.0
smallestNum,1,0.0
do_case_small,1,0.0
bit_cnt,1,0.0
count_coins,1,0.0
getGrandeza,1,0.0
recuv,1,0.0
bits,1,0.0
calcss,1,0.0
make9,1,0.0
downbubble,1,0.0
del0,1,0.0
evalue,1,0.0
makeMap,1,0.0
(int,1,0.0
contar,1,0.0
[i]);,1,0.0
copy_line,1,0.0
strch,1,0.0
calc_bribe,1,0.0
emp;,1,0.0
gen_order_r,1,0.0
truct,1,0.0
gen_order,1,0.0
checkAsc,1,0.0
tu,1,0.0
back,1,0.0
count_welcome,1,0.0
is_power_of_2,1,0.0
mn,1,0.0
mx,1,0.0
deletex,1,0.0
solveLines,1,0.0
solveDiagnals,1,0.0
deal_with,1,0.0
getpow,1,0.0
printboard,1,0.0
getcomb,1,0.0
calculateCost,1,0.0
Muti,1,0.0
icmp,1,0.0
%d,1,0.0
nextnumber,1,0.0
numbercheck,1,0.0
_hash,1,0.0
hasdigits,1,0.0
countdigits,1,0.0
soluce,1,0.0
find_optimal,1,0.0
biggest_tidy,1,0.0
findcost,1,0.0
gogo,1,0.0
compdir,1,0.0
Swap,1,0.0
printsol,1,0.0
vybirej,1,0.0
vybrano,1,0.0
coloring,1,0.0
check_count,1,0.0
volne,1,0.0
geninvers,1,0.0
NextPerm,1,0.0
pc,1,0.0
GetBribe,1,0.0
GetSum,1,0.0
visit,1,0.0
fallback,1,0.0
row_col,1,0.0
happyPanCake,1,0.0
isorder,1,0.0
Check_Num,1,0.0
setgrid,1,0.0
build_graph,1,0.0
num_ways,1,0.0
max_min,1,0.0
getminbribes,1,0.0
child,1,0.0
nul,1,0.0
y,1,0.0
z,1,0.0
vx,1,0.0
vy,1,0.0
vz,1,0.0
getdistance,1,0.0
countbribes,1,0.0
center,1,0.0
